Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/03/1998,19,5,35,35,86,86,4.647,4.194,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/12/1996,20,2,14,9,45,30,2.681,2.916,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/11/1996,20,4,27,27,65,65,4.2,3.996,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/11/1998,19,1,4,4,13,13,4.227,4.227,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,11/06/1997,20,5,37,37,87,87,4.731,4.403,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/04/1999,18,1,6,6,15,15,4.027,4.027,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/09/1998,19,2,5,5,16,16,4.397,4.231,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/09/1998,19,1,4,4,13,13,4.027,4.027,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/04/1998,19,4,19,19,61,61,4.391,4.157,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/04/1998,19,3,16,16,52,52,3.931,4.107,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/12/1997,19,3,18,17,58,55,3.988,3.965,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/03/1998,19,3,17,17,55,55,4.391,4.223,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/03/1993,24,5,36,35,86,84,4.157,4.006,11,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/01/1993,24,9,55,53,138,134,3.45,4.024,10,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/09/1990,27,9,53,53,130,130,0,0,14,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/10/1993,24,2,12,6,29,15,1.086,2.528,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/10/1992,25,4,31,30,74,72,4.156,4.125,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/03/1997,20,4,29,29,69,69,4.064,4.022,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/01/1987,30,7,19,18,48,43,2.617,3.521,2,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/09/1988,29,9,28,22,79,62,4.119,3.619,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/06/1997,20,2,8,8,26,26,4.188,4.017,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1994,23,8,54,50,134,120,4.5,4.5,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/06/1994,23,6,37,35,91,87,4.469,3.939,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/07/1994,23,4,29,22,71,55,3.608,3.304,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/08/1996,21,2,9,9,29,29,3.863,3.922,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/10/1997,20,5,38,37,88,87,4.707,4.568,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/12/1989,27,1,6,0,14,0,1.643,1.643,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/08/1991,26,4,23,18,58,44,1.338,3.208,8,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/07/1998,19,2,5,5,16,16,4.056,4.062,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/07/1998,19,1,4,4,13,13,4.069,4.069,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/12/1997,19,2,9,9,29,29,4.347,4.193,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/01/1997,20,5,37,30,89,75,3.28,3.358,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/12/1995,21,8,47,47,119,119,4.19,4.35,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/10/1998,19,1,4,4,13,13,4.377,4.377,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/08/1993,24,2,21,8,47,19,1.55,2.126,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/06/1993,24,7,42,42,106,106,4.408,4.22,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/08/1994,23,9,54,54,134,134,4.62,4.33,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/05/1996,21,4,30,30,71,71,4.443,4.111,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/09/1990,27,1,6,0,15,0,0.653,0.653,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/12/1990,26,6,39,39,97,97,4.309,4.21,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/02/1991,26,8,54,45,145,110,0.3,3.167,10,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/08/1994,23,3,19,19,60,60,4.475,4.376,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/04/1987,30,9,24,21,66,58,4.15,3.566,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/06/1995,22,9,57,56,138,133,4.3,4.3,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/04/1994,23,7,34,34,83,83,4.368,4.3,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/07/1993,24,7,43,43,105,105,3.669,3.772,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/11/1996,20,2,8,7,26,22,3.5,3.852,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/01/1994,23,6,45,43,106,102,4.413,4.019,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/01/1997,20,4,29,29,69,69,3.967,4.185,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/01/1997,20,2,12,8,39,26,3.577,2.936,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/04/1997,20,3,19,17,59,54,4.185,3.837,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/11/1997,19,4,9,9,29,29,4.013,3.98,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/10/1996,21,3,17,17,55,55,3.878,4.266,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/05/1999,18,2,10,10,32,32,4.255,4.119,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/12/1993,23,1,10,4,25,9,1.14,2.314,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/01/1996,21,5,30,30,71,71,4.586,4.398,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/09/1999,18,2,9,8,29,26,2.978,3.409,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/09/1997,20,10,36,36,76,76,4.65,4.631,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/03/1995,22,7,45,40,109,99,2.956,3.651,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/08/1994,23,9,51,51,127,127,4.036,4.363,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/03/1996,21,7,42,41,100,98,3.929,4.261,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/10/1987,30,9,19,19,54,54,4.117,4.198,3,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1999,18,2,9,9,29,29,4.406,4.224,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/10/1997,20,3,14,14,45,45,4.775,4.702,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/03/1994,23,9,61,55,144,132,3.65,3.813,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/06/1996,21,7,47,45,114,110,4.103,4.018,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/10/1998,19,3,5,5,16,16,3.997,3.886,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/10/1998,19,2,13,12,42,39,3.994,3.844,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/05/1989,28,9,42,41,108,102,4,4,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1998,19,2,5,5,16,16,4.491,4.366,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1998,19,1,4,4,13,13,4.212,4.212,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,31/01/1989,28,9,46,40,118,99,3.854,3.393,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,11/05/1984,33,9,43,40,106,100,3.65,3.656,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/08/1996,21,2,8,7,26,23,3.562,3.6,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/08/1994,23,8,48,48,116,116,5,4.678,7,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/01/1995,22,1,18,8,48,23,4.088,4.088,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/04/1998,19,1,4,4,13,13,4.096,4.096,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/09/1998,19,2,5,5,16,16,4.094,4.043,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/09/1998,19,1,4,4,13,13,3.981,3.981,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/09/1994,23,2,8,8,26,26,4.173,3.967,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/12/1996,20,1,4,3,13,10,3.254,3.254,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/10/1995,22,7,46,46,109,109,4.64,4.114,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/01/1994,23,9,49,49,135,133,0,0,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/12/1992,24,9,59,52,147,130,4.4,4.4,11,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/10/1989,28,9,44,44,112,108,4.5,4.5,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/02/1989,28,5,39,10,94,26,0.893,2.266,6,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/03/1994,23,9,60,57,142,136,4.5,4.024,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/03/1994,23,9,60,57,142,136,5,5,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,11/01/1996,21,5,34,33,82,80,3.888,3.925,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/11/1991,26,4,33,25,79,63,3.217,3.292,6,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/06/1990,27,9,63,56,150,135,3.86,3.626,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/06/1988,29,9,43,43,109,109,4.5,4.5,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/01/1992,25,1,9,4,21,11,2.25,2.955,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/03/1998,19,3,15,15,48,48,4.345,4.214,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/01/1995,22,9,56,55,138,133,3.5,4.128,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/05/1994,23,9,57,57,136,136,4.3,4.3,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/03/1996,21,2,11,11,27,27,4.167,4.226,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/06/1993,24,1,10,8,25,21,3.58,3.316,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/04/1994,23,9,55,54,133,131,4.4,4.4,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/12/1993,23,2,12,11,29,27,3.564,3.909,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/01/1988,29,9,40,39,100,96,4.5,4.5,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/11/1992,24,9,51,51,133,133,4.05,4.489,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/12/1990,26,9,53,51,133,129,3.5,3.907,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/12/1990,26,9,53,51,133,129,4,4,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/11/1996,20,4,19,19,61,61,3.919,4.017,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/08/1990,27,1,9,2,22,4,1.05,1.247,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/10/1989,28,9,56,56,133,133,4.7,4.7,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/12/1996,20,6,37,37,89,89,4.74,4.623,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/07/1997,20,5,35,35,83,83,4.371,4.449,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/06/1994,23,2,11,10,36,33,4.28,3.619,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/07/1998,19,2,5,5,16,16,4.181,4.141,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/07/1998,19,1,4,4,13,13,4.092,4.092,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/04/1997,20,2,9,8,29,26,3.522,3.536,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/04/1996,21,4,33,23,77,55,1.208,3.118,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/09/1987,30,9,19,19,54,54,3.983,3.989,3,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/01/1993,24,9,59,55,142,131,3.75,3.75,11,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/12/1989,27,8,31,31,84,82,4.524,4.396,4,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/11/1996,21,3,20,19,49,47,4,3.952,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/06/1990,27,9,47,45,118,114,3.65,4.077,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/04/1997,20,2,9,8,29,25,3.394,3.59,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/10/1994,23,10,36,35,80,79,4.45,4.247,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/10/1991,26,3,22,20,60,54,3.481,3.632,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/02/1993,24,3,23,22,55,53,4.042,4.032,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/08/1994,23,9,1,1,5,5,4.5,4.368,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/05/1996,21,7,45,44,111,109,4.056,4.264,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/04/1992,25,6,40,36,101,91,3.336,3.599,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/08/1997,20,3,18,18,58,58,4.453,4.32,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/08/1996,21,1,4,3,13,10,3.769,3.769,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/05/1998,19,2,8,8,26,26,4.212,4.077,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/11/1998,19,2,5,5,16,16,4.325,3.873,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/07/1997,20,2,8,8,26,26,4.173,3.956,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/05/1998,19,1,4,4,13,13,4.004,4.004,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/12/1998,18,1,4,4,13,13,3.888,3.888,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/02/1997,20,4,26,26,63,63,4.692,4.481,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/06/1997,20,4,19,19,61,61,4.044,3.887,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/10/1992,25,1,6,2,15,7,3.16,3.16,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/09/1993,24,9,58,55,143,136,3.857,3.94,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/11/1996,21,6,36,36,86,86,4.421,4.271,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/04/1999,18,1,4,4,13,13,3.804,3.804,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/04/1991,26,6,39,39,94,94,4.45,4.329,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/07/1991,26,4,32,32,73,73,4.689,4.303,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,2,5,4,16,13,3.622,3.628,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,1,4,4,13,13,3.635,3.635,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/05/1994,23,5,32,30,77,73,4.057,3.964,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/11/1995,22,4,20,20,63,63,4.363,4.202,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/10/1997,20,4,5,5,16,16,4.316,4.211,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/10/1997,20,2,14,14,45,45,4.034,4.174,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,31/10/1990,27,9,58,58,139,137,4.166,4.166,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/06/1992,25,9,55,54,140,133,4,4.01,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/06/1992,25,9,55,54,140,133,3.5,3.5,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/01/1990,27,3,30,24,69,55,3.663,3.525,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/07/1993,24,3,29,17,69,43,1.7,2.614,5,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/11/1997,20,3,14,14,45,45,4.128,4.044,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/04/1995,22,9,56,54,138,134,4.3,4.07,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/05/1992,25,1,6,6,14,14,4.114,4.114,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/10/1994,23,8,50,49,124,122,4.378,4.24,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/12/1992,24,1,18,3,43,9,0.214,1.231,2,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/07/1991,26,1,5,0,13,0,0.865,0.865,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/10/1996,21,2,12,11,38,34,4.438,4.267,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/10/1987,30,6,47,42,109,97,3.921,3.42,14,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/05/1997,20,6,40,39,95,94,4.743,4.614,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/12/1996,20,1,6,6,15,15,4.2,4.294,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/06/1995,22,2,8,8,26,26,4.023,3.967,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/01/1983,34,4,25,22,60,52,3.165,3.647,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/10/1997,20,1,4,2,13,7,3.019,3.019,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/05/1994,23,3,29,15,69,37,0.442,2.197,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/03/1993,24,9,59,57,141,137,4.533,3.878,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/12/1987,29,8,55,48,139,120,4.075,3.579,15,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/04/1984,33,9,13,12,13,12,3.9,3.913,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/10/1988,29,9,44,44,111,107,4,4,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/01/1996,21,7,46,45,114,111,3.906,3.969,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/08/1992,25,9,56,55,136,134,4.5,4.5,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/09/1998,19,2,9,5,29,17,1.963,2.905,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/10/1987,30,6,42,34,104,83,1.172,3.502,10,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/08/1996,21,10,26,26,51,51,3.15,3.898,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/11/1988,29,2,12,12,29,29,3.979,4.093,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/01/1999,18,1,4,4,13,13,4.365,4.365,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/05/1990,27,1,6,6,14,14,3.8,3.8,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/06/1988,29,9,11,11,37,37,4.25,4.332,2,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/10/1983,34,2,6,0,14,0,0.5,1.581,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/01/1989,28,9,56,54,139,133,4.666,4.666,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/03/1991,26,9,53,53,133,131,3.5,3.5,13,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/01/1992,25,3,17,16,42,40,3.783,3.556,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/11/1995,21,6,41,41,98,98,4.464,4.171,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/02/1985,32,9,41,38,104,94,3.6,3.833,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/02/1985,32,9,41,38,104,94,4.438,4.438,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/01/1983,34,9,14,14,14,14,4.4,4.06,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/06/1994,23,9,52,52,130,130,4,4,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,05/07/1997,20,2,15,9,48,29,3.19,3.321,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/03/1995,22,4,17,13,55,42,2.573,3.286,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,29/12/1988,28,9,55,53,138,132,4.8,4.8,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,29/12/1988,28,9,55,53,138,132,4,3.708,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,12/04/1985,32,7,26,11,65,26,2.315,2.832,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,10/10/1977,40,1,5,5,5,5,4,4,0,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,16/06/1982,35,1,5,5,5,5,4.1,4.1,0,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,04/02/1990,27,1,5,3,13,9,2.985,2.985,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,09/09/1982,35,9,59,58,144,139,3.2,3.991,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,23/06/1989,28,7,30,29,75,69,3.7,3.911,7,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,08/02/1998,19,1,4,4,13,13,4,4,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,18/02/1990,27,9,66,62,142,136,4.5,4.5,15,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,09/04/1996,21,2,10,10,25,25,3.89,4.054,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/05/1998,19,2,4,4,12,12,4.05,3.76,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/05/1998,19,1,4,4,13,13,3.492,3.492,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/08/1997,20,10,34,32,76,72,3.543,3.755,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/05/1990,27,5,28,27,67,65,4.39,4.323,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/10/1987,30,9,33,29,84,76,4.8,4.8,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/06/1997,20,1,4,3,13,10,3.381,3.381,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/06/1990,27,3,6,6,14,14,3.986,4.052,0,DESERTOR
