Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/05/1998,19,1,4,4,13,13,4.004,4.004,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/12/1998,18,1,4,4,13,13,3.888,3.888,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/02/1997,20,4,26,26,63,63,4.692,4.481,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/06/1997,20,4,19,19,61,61,4.044,3.887,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/10/1992,25,1,6,2,15,7,3.16,3.16,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/09/1993,24,9,58,55,143,136,3.857,3.94,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/11/1996,21,6,36,36,86,86,4.421,4.271,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,21/04/1999,18,1,4,4,13,13,3.804,3.804,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/04/1991,26,6,39,39,94,94,4.45,4.329,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/07/1991,26,4,32,32,73,73,4.689,4.303,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,2,5,4,16,13,3.622,3.628,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,1,4,4,13,13,3.635,3.635,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/05/1994,23,5,32,30,77,73,4.057,3.964,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/11/1995,22,4,20,20,63,63,4.363,4.202,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/10/1997,20,4,5,5,16,16,4.316,4.211,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/10/1997,20,2,14,14,45,45,4.034,4.174,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,31/10/1990,27,9,58,58,139,137,4.166,4.166,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/06/1992,25,9,55,54,140,133,4,4.01,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/06/1992,25,9,55,54,140,133,3.5,3.5,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/01/1990,27,3,30,24,69,55,3.663,3.525,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/07/1993,24,3,29,17,69,43,1.7,2.614,5,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/11/1997,20,3,14,14,45,45,4.128,4.044,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/04/1995,22,9,56,54,138,134,4.3,4.07,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/05/1992,25,1,6,6,14,14,4.114,4.114,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/10/1994,23,8,50,49,124,122,4.378,4.24,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/12/1992,24,1,18,3,43,9,0.214,1.231,2,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/07/1991,26,1,5,0,13,0,0.865,0.865,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/10/1996,21,2,12,11,38,34,4.438,4.267,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/10/1987,30,6,47,42,109,97,3.921,3.42,14,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/05/1997,20,6,40,39,95,94,4.743,4.614,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/12/1996,20,1,6,6,15,15,4.2,4.294,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/06/1995,22,2,8,8,26,26,4.023,3.967,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/01/1983,34,4,25,22,60,52,3.165,3.647,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/10/1997,20,1,4,2,13,7,3.019,3.019,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/05/1994,23,3,29,15,69,37,0.442,2.197,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/03/1993,24,9,59,57,141,137,4.533,3.878,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/12/1987,29,8,55,48,139,120,4.075,3.579,15,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/04/1984,33,9,13,12,13,12,3.9,3.913,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/10/1988,29,9,44,44,111,107,4,4,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/01/1996,21,7,46,45,114,111,3.906,3.969,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/08/1992,25,9,56,55,136,134,4.5,4.5,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/09/1998,19,2,9,5,29,17,1.963,2.905,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/10/1987,30,6,42,34,104,83,1.172,3.502,10,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/08/1996,21,10,26,26,51,51,3.15,3.898,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/11/1988,29,2,12,12,29,29,3.979,4.093,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/01/1999,18,1,4,4,13,13,4.365,4.365,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/05/1990,27,1,6,6,14,14,3.8,3.8,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/06/1988,29,9,11,11,37,37,4.25,4.332,2,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/10/1983,34,2,6,0,14,0,0.5,1.581,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/01/1989,28,9,56,54,139,133,4.666,4.666,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/03/1991,26,9,53,53,133,131,3.5,3.5,13,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/01/1992,25,3,17,16,42,40,3.783,3.556,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/11/1995,21,6,41,41,98,98,4.464,4.171,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/02/1985,32,9,41,38,104,94,3.6,3.833,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/02/1985,32,9,41,38,104,94,4.438,4.438,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/01/1983,34,9,14,14,14,14,4.4,4.06,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/06/1994,23,9,52,52,130,130,4,4,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,05/07/1997,20,2,15,9,48,29,3.19,3.321,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/03/1995,22,4,17,13,55,42,2.573,3.286,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,29/12/1988,28,9,55,53,138,132,4.8,4.8,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,29/12/1988,28,9,55,53,138,132,4,3.708,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,12/04/1985,32,7,26,11,65,26,2.315,2.832,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,10/10/1977,40,1,5,5,5,5,4,4,0,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,16/06/1982,35,1,5,5,5,5,4.1,4.1,0,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,04/02/1990,27,1,5,3,13,9,2.985,2.985,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,09/09/1982,35,9,59,58,144,139,3.2,3.991,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,23/06/1989,28,7,30,29,75,69,3.7,3.911,7,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,08/02/1998,19,1,4,4,13,13,4,4,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,18/02/1990,27,9,66,62,142,136,4.5,4.5,15,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,09/04/1996,21,2,10,10,25,25,3.89,4.054,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/05/1998,19,2,4,4,12,12,4.05,3.76,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/05/1998,19,1,4,4,13,13,3.492,3.492,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/08/1997,20,10,34,32,76,72,3.543,3.755,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/05/1990,27,5,28,27,67,65,4.39,4.323,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/10/1987,30,9,33,29,84,76,4.8,4.8,12,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/06/1997,20,1,4,3,13,10,3.381,3.381,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/06/1990,27,3,6,6,14,14,3.986,4.052,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/01/1999,18,9,40,37,97,89,4.15,3.682,11,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/11/1997,20,4,19,19,61,61,4.056,4.2,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/11/1994,23,5,34,33,81,79,4.379,4.165,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/03/1984,33,9,48,46,118,112,4,4,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/11/1984,33,9,8,7,8,7,3.34,3.34,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/06/1985,32,9,6,6,6,6,4.8,4.024,0,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/07/1975,42,1,6,5,14,12,3.471,3.471,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/08/1993,24,7,54,43,133,107,3.991,3.399,9,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/07/1985,32,4,26,23,58,52,4.083,3.793,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/09/1986,31,9,23,19,58,50,4.743,4.006,3,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/09/1993,24,9,54,50,140,132,0,0,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/08/1986,31,8,23,23,68,64,4.792,4.368,5,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/04/1989,28,9,37,37,98,94,4.5,4.5,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,09/01/1986,31,1,6,1,15,2,1.663,1.663,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/11/1981,36,8,26,26,66,66,3.75,3.75,5,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/01/1992,25,7,53,39,129,97,3.512,3.226,10,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/11/1994,22,6,39,33,99,84,3.33,3.553,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/04/1988,29,9,65,56,152,136,3.65,3.734,13,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/04/1988,29,9,65,56,152,136,4,4,13,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/02/1988,29,8,32,27,82,70,3,3.444,17,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/12/1998,18,1,4,3,13,10,3.242,3.242,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/05/1996,21,5,35,34,84,82,4.1,4.088,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/06/1991,26,4,28,26,68,62,3.7,3.585,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/09/1985,32,9,31,31,80,80,3.686,4.16,5,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/09/1993,24,9,51,50,129,124,4.65,4.224,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/01/1993,24,9,57,57,139,139,4.8,4.8,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/08/1986,31,9,13,12,13,12,4,3.884,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/07/1992,25,6,39,39,99,99,4.311,4.252,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/03/1988,29,9,19,19,54,54,3.979,4.113,3,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/03/1988,29,3,12,10,28,24,3.329,3.671,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,11/01/1995,22,9,52,51,128,123,4.025,4.258,9,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/06/1992,25,3,18,18,42,42,3.776,3.866,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/04/1989,28,5,31,31,72,72,3.857,4.029,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/09/1997,20,2,9,9,29,29,3.766,3.778,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,18/11/1997,19,2,7,6,22,19,2.967,3.477,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,12/12/1995,21,4,25,21,78,65,4.169,4.032,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/07/1993,24,3,11,11,36,36,4.735,4.409,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/02/1995,22,6,40,40,95,95,4.393,4.31,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/09/1997,20,4,19,19,61,61,4.453,4.368,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/01/1997,20,2,13,13,42,42,3.719,3.989,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,02/02/1989,28,9,25,25,69,67,4.792,4.55,4,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/02/1994,23,4,24,19,59,47,1.35,3.319,8,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,10/01/1993,24,9,57,57,137,137,4.7,4.7,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/12/1997,19,1,4,4,13,13,4.038,4.038,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1984,33,7,33,19,82,48,0.25,3.009,5,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,11/01/1990,27,1,6,6,14,14,3.471,3.471,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/09/1994,23,1,15,5,37,13,0.925,1.668,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/05/1990,27,9,55,54,133,131,5,3.94,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/05/1990,27,9,55,54,133,131,3.5,3.5,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/12/1996,20,3,15,15,44,44,4.485,4.184,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/08/1996,21,5,38,29,91,72,3.338,3.508,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/02/1997,20,4,19,19,61,61,4.403,4.339,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/11/1991,25,1,3,2,10,7,2.65,2.65,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,29/05/1996,21,3,20,18,64,58,4.059,3.7,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/08/1997,20,4,20,19,63,60,3.953,3.94,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/01/1991,26,9,61,57,148,137,4.1,4.024,11,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/06/1998,19,1,10,8,32,26,3.479,3.406,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,31/08/1996,21,2,8,8,26,26,4.627,4.554,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/08/1997,20,2,8,8,26,26,3.8,3.904,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/06/1993,24,6,47,40,113,96,3.88,3.467,12,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/01/1996,21,4,29,29,69,69,4.514,4.21,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/12/1991,25,1,12,5,28,12,0.657,1.481,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/11/1979,38,3,12,12,43,43,4.421,4.467,2,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/04/1998,19,1,4,4,13,13,3.446,3.446,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/08/1998,19,2,5,5,16,16,4.134,4.102,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,13/08/1998,19,1,4,4,13,13,4.062,4.062,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/09/1993,24,2,8,8,21,21,3.95,3.738,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/08/1987,30,9,40,40,102,100,3.777,3.777,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/08/1987,30,9,40,40,102,100,4,4.06,7,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/08/1996,21,5,36,36,85,85,4.379,4.285,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/07/1995,22,5,37,37,87,87,4.58,4.345,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/07/1998,19,2,8,8,26,26,4.277,4.44,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/10/1989,28,2,24,12,58,29,2.26,2.71,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/05/1990,27,9,64,55,153,133,3.25,3.662,11,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/05/1990,27,9,64,55,153,133,4,4,11,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/05/1992,25,6,49,31,122,78,0.962,2.723,9,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/05/1990,27,9,58,56,145,139,4.5,4.5,10,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/12/1996,20,4,20,20,64,64,4.397,4.309,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/03/1994,23,9,51,51,132,132,0,0,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/10/1992,25,8,48,45,122,113,3.064,3.786,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/01/1990,27,5,31,25,75,60,1.19,3.556,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/10/1989,28,9,38,38,99,97,4.643,4.631,6,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/02/1990,27,9,50,45,132,119,4.819,4.2,12,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,23/03/1987,30,9,53,48,124,113,4.3,3.734,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,23/03/1987,30,9,53,48,124,113,0,0,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,3,4,4,13,13,4.188,3.689,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/09/1998,19,2,4,4,13,13,3.477,3.466,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/03/1988,29,9,24,24,66,66,4.458,4.212,4,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/04/1995,22,7,45,44,110,108,3.587,3.902,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,25/04/1990,27,1,6,2,15,6,2.253,2.253,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,01/01/1999,18,3,6,6,14,14,4.1,4.138,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Masculino,18/08/1984,33,4,25,23,58,54,3.656,3.694,3,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/08/1991,26,2,13,13,42,42,4.738,4.579,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/12/1970,46,5,30,30,73,73,4.308,4.427,7,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/08/1998,19,2,5,5,16,16,4.381,4.245,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/08/1998,19,1,4,4,13,13,4.077,4.077,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/10/1997,20,1,4,4,13,13,4.1,4.1,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,17/12/1992,24,1,6,3,15,6,2.053,2.053,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/01/1987,30,9,33,29,82,71,0,0,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/12/1987,29,9,14,13,41,39,4.192,3.803,2,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,03/01/1993,24,8,47,47,121,121,4.444,4.171,8,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/08/1994,23,9,59,57,141,137,4,4.064,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/08/1994,23,9,59,57,141,137,0.5,0.5,8,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,04/05/1986,31,9,14,14,14,14,4.2,3.873,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,27/01/1988,29,2,12,11,28,26,3.15,3.462,1,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/12/1995,21,2,9,9,29,29,4.153,4.045,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,08/08/1997,20,3,14,14,45,45,4.653,4.509,2,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/05/1996,21,1,8,6,26,20,3.004,3.069,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/08/1996,21,1,4,1,13,3,2.604,2.604,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/07/1998,19,2,4,4,13,13,4.119,3.975,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/07/1998,19,1,4,4,13,13,3.831,3.831,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,23/04/1997,20,1,4,4,13,13,3.792,3.792,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/05/1991,26,9,55,55,136,132,4.208,4.208,11,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/07/1993,24,3,30,17,69,41,0.3,2.719,4,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/02/1996,21,1,8,4,26,14,1.754,2.462,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,16/07/1986,31,6,42,42,101,101,4.557,4.365,6,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/12/1995,21,5,34,33,81,79,3.892,4.057,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,24/10/1987,30,9,33,28,83,73,4.5,3.803,13,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,26/04/1996,21,3,16,16,52,52,4.204,4.048,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/01/1998,19,1,8,4,26,13,3.146,3.321,1,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/05/1995,22,1,4,3,13,10,3.408,3.408,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,15/02/1988,29,9,27,27,74,72,4.979,4.569,4,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/04/1995,22,6,30,30,72,72,4.229,4.098,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,19/03/1998,19,4,20,16,63,51,2.5,3.762,3,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,05/08/1994,23,4,29,29,67,67,3.938,4.251,4,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,30/11/1984,32,4,13,5,32,14,1,2.734,2,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,07/04/1990,27,1,6,6,14,14,3.686,3.686,0,DESERTOR
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,22/08/1988,29,8,6,6,26,24,4.075,4.292,1,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,28/08/1996,21,5,34,32,85,79,3.607,3.803,5,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/03/1994,23,9,58,57,141,136,4.571,4.194,9,GRADUADO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,20/03/1994,23,9,58,57,141,136,4.3,4.3,9,GRADUADO
