Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
INGENIERÍA INDUSTRIAL,Masculino,02/05/1982,35,10,48,45,130,121,4.538,4.538,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,02/05/1982,35,10,48,45,130,121,4,3.669,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,14/01/1995,22,6,40,35,124,109,3.98,3.519,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,13/12/1988,28,1,6,5,19,16,3.192,3.192,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,19/05/1992,25,8,43,43,133,133,4.113,4.162,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,24/09/1985,32,4,22,16,71,50,3.733,3.12,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1987,30,6,45,15,144,48,0.284,2.454,13,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/12/1985,31,4,3,3,9,9,3.367,3.492,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/10/1997,20,2,9,8,29,25,3.004,3.421,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,21/08/1993,24,1,4,3,13,9,3.342,3.528,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,25/04/1982,35,6,17,11,52,32,2.467,3.407,5,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,17/01/1992,25,2,17,9,54,28,2.593,2.988,6,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,10/03/1992,25,4,25,16,79,51,1.875,2.927,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/01/1988,29,3,20,15,63,45,3.277,3.352,9,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,24/12/1998,18,3,5,1,16,3,2.625,2.97,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,12/04/1984,33,2,14,7,44,22,2.3,2.722,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,14/01/1992,25,8,52,47,159,145,3.85,3.663,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/09/1983,34,9,29,27,79,72,4.125,4.125,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/01/1986,31,8,47,40,143,122,3.625,3.345,10,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,27/09/1995,22,3,17,13,53,41,3.725,3.281,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,29/04/1988,29,9,60,55,183,167,3.7,3.448,10,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,20/12/1976,40,10,48,31,148,94,4.35,4.35,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/10/1982,35,1,5,0,16,0,0.113,0.113,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,27/12/1994,22,2,11,5,35,16,1.382,2.35,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/09/1993,24,4,30,20,95,63,3.075,3.106,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,22/12/1993,23,2,15,6,47,19,0.8,2.353,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,07/03/1993,24,6,71,38,220,115,3.42,2.797,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/06/1987,30,1,6,2,17,7,2.765,2.765,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,25/05/1992,25,1,10,3,31,9,0,2.406,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,02/03/1988,29,10,33,32,104,100,4.5,3.721,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,30/09/1987,30,10,56,56,170,167,4,4,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30/09/1987,30,10,56,56,170,167,4,4.038,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,14/03/1995,22,3,22,15,70,47,3.678,3.039,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/01/1995,22,9,57,50,176,153,3.513,3.482,9,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,03/10/1993,24,2,12,9,38,28,3.142,3.425,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,01/02/1990,27,1,5,0,16,0,1.284,1.284,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,31/01/1996,21,4,20,18,64,57,3.612,3.654,3,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,28/05/1990,27,1,5,4,13,11,3.469,3.469,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,12/02/1996,21,5,12,11,38,34,3.267,3.431,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,23/11/1999,17,1,4,4,13,13,3.235,3.235,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/04/1983,34,10,61,36,195,112,4.2,3,15,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,27/11/1991,25,6,38,35,118,109,4.263,3.782,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,14/06/1996,21,6,40,33,126,103,3.5,3.389,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,21/04/1986,31,1,6,2,17,5,1.818,1.818,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,20/03/1991,26,1,6,1,17,2,1.85,1.85,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,06/10/1998,19,1,9,8,29,25,3.392,3.264,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,16/07/1990,27,9,84,56,258,167,3.98,3.661,17,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,01/06/1994,23,1,6,2,19,7,2.763,2.763,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,09/01/1998,19,1,5,2,16,6,2.516,2.516,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/08/1989,28,1,38,3,121,9,0.188,1.054,6,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,07/11/1995,22,1,5,1,16,3,1.631,1.631,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,03/04/1988,29,10,64,60,186,172,3.1,3.435,10,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,20/08/1987,30,6,36,36,112,112,4.175,4.417,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,23/11/1997,19,1,4,4,12,12,3.413,2.478,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,23/11/1997,19,1,8,2,26,7,2.869,2.046,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,12/02/1987,30,5,16,12,49,36,3.053,3.515,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,13/06/1986,31,9,65,50,199,153,3.6,3.299,12,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,05/04/1997,20,2,11,8,35,25,0.45,2.8,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,18/11/1987,30,10,75,61,197,160,3.514,3.344,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,18/11/1987,30,10,75,61,197,160,4.05,4.05,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/11/1988,29,5,45,30,137,91,0.75,3.09,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,11/11/1990,27,2,16,13,46,37,3.38,3.641,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,02/08/1989,28,9,52,50,157,151,4,4,9,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28/01/1992,25,9,60,53,184,161,3.883,3.589,15,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,25/12/1978,38,4,9,3,27,8,1.569,3.067,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/06/1985,32,10,61,60,171,169,4.1,3.94,14,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,26/08/1987,30,10,69,57,213,171,3.25,3.418,14,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,14/11/1981,36,3,6,4,17,10,3.135,3.235,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/06/1982,35,4,40,14,128,46,1.658,2.606,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/02/1980,37,10,26,21,80,64,3.225,3.169,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/04/1990,27,9,36,36,94,94,4.285,4.285,4,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,25/04/1990,27,9,36,36,94,94,4.08,4.202,4,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,01/04/1996,21,1,4,1,13,3,1.812,1.812,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,06/09/1988,29,10,17,17,41,41,3.55,3.632,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/09/1987,30,10,26,26,67,67,3.75,3.532,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,11/03/1998,19,1,8,4,26,12,2.68,2.954,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,16/07/1976,41,4,22,22,70,70,3.673,3.691,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,01/12/1983,33,9,33,31,92,85,4.416,4.416,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,11/07/1989,28,2,14,7,42,19,2.113,2.698,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,21/06/1976,41,9,62,54,175,148,4.576,4.576,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,21/06/1976,41,9,62,54,175,148,3.579,3.607,13,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,01/02/1993,24,10,13,11,30,25,3.482,3.447,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,05/04/1995,22,6,35,34,109,106,3.66,3.742,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/02/1985,32,4,3,2,10,7,3.12,3.324,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/03/1985,32,10,66,58,198,174,3.6,3.486,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,19/12/1987,29,3,4,2,13,6,3.077,3.547,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,18/07/1993,24,1,5,2,16,6,2.334,2.334,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,12/06/1983,34,1,4,0,13,0,0.796,0.796,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,10/10/1990,27,10,55,55,167,167,4.5,3.836,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,14/01/1987,30,10,56,56,168,168,4.5,3.931,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,30/03/1983,34,9,47,46,138,135,3.429,3.756,7,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,24/02/1993,24,1,4,4,13,13,3.392,3.392,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,22/07/1987,30,2,18,10,55,29,1.65,2.797,3,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,03/06/1989,28,9,66,52,204,157,3.358,3.377,14,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,01/09/1991,26,9,61,60,175,172,4,3.803,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,29/06/1990,27,9,45,44,139,135,4.12,3.917,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,12/01/1992,25,2,36,8,107,23,0.025,1.198,5,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,28/12/1982,34,10,22,21,65,62,3.3,3.652,5,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,19/05/1984,33,5,45,30,139,87,1.775,3.423,10,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,28/11/1980,36,10,35,33,93,87,4.285,4.285,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,28/11/1980,36,10,35,33,93,87,3.1,3.998,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,13/12/1982,34,4,19,14,58,41,2.55,3.512,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,03/02/1986,31,3,20,11,65,34,1.005,2.598,4,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,21/04/1991,26,5,36,23,113,73,0.39,2.772,8,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/05/1992,25,1,5,1,16,3,1.8,1.8,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,18/02/1988,29,2,23,7,69,23,1.788,2.698,6,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/11/1987,29,1,6,0,16,0,0.963,0.963,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,22/03/1995,22,1,5,1,16,3,1.463,1.463,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/08/1988,29,9,45,45,137,134,4.32,4.023,7,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,13/01/1987,30,1,6,6,19,19,3.524,3.524,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,09/09/1989,28,3,15,7,45,19,1.963,2.874,4,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,04/12/1993,23,8,50,43,154,133,3.84,3.568,8,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,02/08/1989,28,1,5,3,15,7,2.853,2.853,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,23/04/1988,29,10,39,38,105,101,4.285,4.285,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31/03/1987,30,10,48,44,131,118,3.757,3.757,7,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,31/03/1987,30,10,48,44,131,118,4,3.615,7,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,21/04/1982,35,8,59,40,184,125,3.875,3.129,14,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/06/1990,27,10,70,42,222,131,3.15,2.99,17,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30/06/1993,24,7,29,28,89,86,4.417,4.126,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,08/05/1985,32,1,8,5,26,17,2.19,2.55,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,10/07/1989,28,2,12,7,39,21,2.295,3.001,5,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,07/06/1991,26,1,4,1,13,3,1.546,1.546,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/09/1980,37,9,42,41,119,115,4.666,4.666,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/06/1993,24,5,33,24,104,76,2.64,3.238,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30/08/1982,35,9,5,5,13,13,4.5,4.5,1,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,26/03/1981,36,9,7,7,21,21,0,0,2,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,14/01/1994,23,2,39,8,124,24,1.833,1.578,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30/09/1991,26,3,26,15,81,46,3.883,2.814,7,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,29/11/1994,22,2,12,6,35,20,2.245,2.841,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,12/12/1996,20,2,14,13,45,41,4.297,3.893,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,21/11/1997,19,1,4,3,13,10,3.738,3.738,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,21/02/1987,30,1,7,3,22,9,2.567,2.318,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,07/02/1989,28,6,33,29,104,91,2.8,3.488,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,11/04/1992,25,1,8,3,26,9,1.055,2.231,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,03/10/1986,31,6,44,29,138,90,2.76,3.146,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,24/03/1991,26,2,20,12,63,35,3.25,3.299,6,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,25/10/1985,32,8,11,9,33,27,2.733,3.4,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,25/09/1990,27,1,6,0,17,0,0.388,0.388,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/12/1977,39,9,43,42,114,112,4.08,3.633,6,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,07/11/1989,28,1,5,2,15,6,2.84,2.84,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/09/1993,24,1,9,4,29,12,2.592,2.595,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,15/10/1981,36,4,30,21,93,65,2.338,3.218,11,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,31/10/1997,20,2,15,5,48,16,1.004,2.494,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,20/10/1990,27,2,17,12,54,37,3.315,3.266,5,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,17/01/1993,24,2,9,4,29,13,1.292,2.695,1,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,31/12/1985,31,3,24,16,75,50,3.091,2.824,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,21/08/1994,23,2,22,10,70,31,2.825,3.017,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,02/06/1988,29,1,11,5,30,11,2.176,2.176,5,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,14/07/1993,24,1,4,3,13,9,3.331,3.331,0,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,20/09/1988,29,4,4,1,9,3,2.257,3.422,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/03/1992,25,1,6,4,17,11,3.359,3.359,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,10/03/1989,28,6,22,21,69,66,3.16,3.52,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,01/05/1983,34,4,5,2,17,6,3.575,3.596,6,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,29/08/1978,39,10,25,16,77,52,0,0,15,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,07/11/1981,36,10,35,33,105,99,4.9,3.768,7,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,27/02/1990,27,10,53,51,160,153,4.5,4.5,8,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,17/08/1989,28,9,62,56,190,170,4.008,3.44,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,17/08/1989,28,9,62,56,190,170,3.85,3.85,10,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,02/06/1986,31,10,64,55,196,167,3.1,3.381,12,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,08/02/1983,34,10,23,17,61,42,4,3.408,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/06/1981,36,2,12,9,36,26,3.028,3.255,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,27/02/1984,33,10,38,32,117,97,4.05,3.409,8,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,27/04/1986,31,9,20,19,50,47,4.25,4.25,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/01/1994,23,1,11,2,36,6,0.36,2.086,2,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,30/06/1989,28,3,15,14,48,44,3.825,3.756,2,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,21/02/1985,32,9,40,36,117,102,3.575,3.509,7,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,26/07/1985,32,7,20,15,61,45,2.758,3.047,5,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,25/05/1977,40,8,3,1,9,3,2.833,3.298,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,10/08/1994,23,9,59,51,187,157,3.34,3.517,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,05/08/1992,25,4,9,8,28,25,3.188,3.48,1,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,30/09/1994,23,3,20,16,64,52,3.538,3.234,3,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,12/03/1991,26,9,51,51,157,157,4.625,4.43,8,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,21/09/1996,21,1,4,3,13,10,3.519,3.519,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,08/08/1996,21,7,43,43,131,131,4.383,4.135,7,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,16/06/1992,25,10,61,51,167,139,3.088,3.317,13,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,04/04/1994,23,1,4,0,13,0,1.512,1.512,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,10/06/1993,24,9,58,53,180,163,3.383,3.466,11,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,01/07/1988,29,4,23,21,72,65,3.79,3.585,5,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,26/01/1991,26,4,31,21,98,66,2.31,3.076,6,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,09/09/1992,25,1,5,0,16,0,1.331,1.331,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,03/08/1991,26,1,5,5,15,15,3.773,3.773,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,31/01/1994,23,2,21,10,63,30,3.015,3.193,6,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,05/01/1993,24,10,44,42,134,124,4.1,4.1,7,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,20/11/1992,24,4,29,18,93,57,2.969,3.153,8,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,07/09/1992,25,8,55,44,171,136,3.713,3.326,11,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,12/01/1980,37,10,28,27,76,72,4.214,4.214,9,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,04/12/1992,24,8,44,42,136,130,4.35,3.911,7,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,02/09/1996,21,2,11,10,35,32,3.426,3.571,1,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,15/01/1994,23,1,5,5,16,16,3.722,3.722,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,15/01/1996,21,6,42,36,131,111,3.87,3.494,7,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,27/03/1997,20,1,5,2,16,6,2.841,2.841,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,31/07/1997,20,5,30,30,94,94,3.97,3.711,5,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,30/06/1998,19,1,4,4,13,13,3.531,3.531,0,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/03/1996,21,7,44,43,136,133,4.267,3.914,7,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,20/10/1980,37,9,3,0,10,0,0.81,3.163,0,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,27/10/1976,41,10,27,25,84,76,4.1,3.412,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,10/02/1989,28,1,7,4,21,11,2.467,2.811,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/12/1989,27,2,9,9,28,28,3.963,4.039,1,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,17/08/1993,24,10,60,56,182,170,3.983,3.804,10,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,17/08/1993,24,10,60,56,182,170,3.5,3.5,10,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,31/10/1992,25,5,31,29,97,91,3.06,3.478,6,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,06/04/1998,19,4,22,22,68,68,4.395,4.365,3,ACTIVO
INGENIERÍA INDUSTRIAL,Femenino,26/12/1991,25,2,9,6,29,19,2.204,2.641,1,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,15/08/1981,36,5,43,27,132,81,2.617,3.145,7,DESERTOR
INGENIERÍA INDUSTRIAL,Femenino,25/02/1992,25,7,43,40,130,122,3.97,3.727,13,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/09/1997,20,2,15,6,48,19,0.731,2.115,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,10/03/1989,28,1,5,3,16,10,2.834,2.834,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,14/11/1988,29,1,6,2,19,6,2.863,2.863,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,06/02/1991,26,10,67,56,203,168,4.35,3.411,11,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,06/02/1991,26,10,67,56,203,168,4,4,11,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,11/03/1989,28,10,58,47,174,141,4.1,3.412,10,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,05/12/1979,37,5,17,15,52,46,3.03,3.627,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,23/06/1981,36,9,23,15,60,34,3.75,3.75,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,23/06/1981,36,9,23,15,60,34,3.367,3.287,3,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,22/07/1989,28,5,16,9,48,27,1.713,2.969,3,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,29/04/1992,25,5,36,30,110,94,3.042,3.424,6,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,05/03/1987,30,1,6,0,19,0,1.879,1.879,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,27/08/1990,27,1,6,4,17,13,3,3,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,19/12/1995,21,5,12,9,39,28,3.023,3.472,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,09/10/1992,25,1,18,1,56,4,0.51,0.64,3,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,15/09/1997,20,1,5,3,16,9,3.028,3.028,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,14/10/1997,20,3,22,16,70,50,2.895,3.331,3,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,08/03/1995,22,4,25,22,80,69,3.538,3.365,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,25/12/1978,38,9,64,50,200,151,4.125,3.345,16,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/07/1981,36,1,5,4,16,13,3.141,3.141,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,26/10/1992,25,2,13,11,40,34,3.417,3.279,9,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,24/05/1989,28,10,45,43,134,128,4.6,4.6,8,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,12/02/1989,28,4,21,18,65,55,3.358,3.36,4,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,06/11/1986,31,1,3,1,11,4,2.745,2.854,0,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,16/12/1991,25,10,58,52,175,158,4.5,3.806,11,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,16/12/1991,25,10,58,52,175,158,4.5,4.5,11,GRADUADO
INGENIERÍA INDUSTRIAL,Masculino,09/01/1979,38,4,18,8,53,24,0.197,2.675,11,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,28/09/1993,24,1,9,7,29,22,3.208,3.186,2,ACTIVO
INGENIERÍA INDUSTRIAL,Masculino,03/10/1992,25,2,12,11,38,35,3.208,3.211,2,DESERTOR
INGENIERÍA INDUSTRIAL,Masculino,11/11/1967,50,10,19,17,58,50,4.4,3.491,3,GRADUADO
INGENIERÍA INDUSTRIAL,Femenino,11/01/1977,40,9,11,10,37,33,4.257,3.583,3,DESERTOR
